文件名,物品ID 中文名,匹配方式
spray_157.png,76157 尊嘟假嘟; 78157 尊嘟假嘟（3天）,图标列
spray_158.png,76158 龙气冲天; 78158 龙气冲天（3天）,图标列
spray_159.png,76159 燃烧我的卡路里; 78159 燃烧我的卡路里（3天）,图标列
spray_160.png,76160 圣诞快乐; 78160 圣诞快乐（3天）,图标列
spray_161.png,76161 小气鬼; 78161 小气鬼（3天）,图标列
spray_162.png,76162 快来我家; 78162 快来我家（3天）,图标列
spray_163.png,76163 双蛋快乐; 78163 双蛋快乐（3天）,图标列
spray_164.png,76164 好无聊~陪我玩; 78164 好无聊~陪我玩（3天）,图标列
spray_165.png,76165 呼~舒服~; 78165 呼~舒服~（3天）,图标列
spray_166.png,76166 天使降临; 78166 天使降临（3天）,图标列
spray_167.png,76167 假期我来啦！; 78167 假期我来啦！（3天）,图标列
spray_168.png,76168 快来拍照; 78168 快来拍照（3天）,图标列
spray_169.png,76169 龙光焕发; 78169 龙光焕发（3天）,图标列
spray_170.png,76170 龙年吉祥; 78170 龙年吉祥（3天）,图标列
spray_171.png,"76171 天要我胖,不得不胖; 78171 天要我胖,不得不胖（3天）",图标列
spray_172.png,76172 小的明白; 78172 小的明白（3天）,图标列
spray_173.png,76173 新年快乐; 78173 新年快乐（3天）,图标列
spray_174.png,76174 勇敢猫猫不怕困难; 78174 勇敢猫猫不怕困难（3天）,图标列
spray_175.png,76175 恭贺新禧-云宝; 78175 恭贺新禧-云宝（3天）,图标列
spray_176.png,76176 恭贺新禧-苹果嘉儿; 78176 恭贺新禧-苹果嘉儿（3天）,图标列
spray_177.png,76177 恭贺新禧-珍奇; 78177 恭贺新禧-珍奇（3天）,图标列
spray_178.png,76178 恭贺新禧-紫悦; 78178 恭贺新禧-紫悦（3天）,图标列
spray_179.png,76179 恭贺新禧-柔柔; 78179 恭贺新禧-柔柔（3天）,图标列
spray_180.png,76180 恭贺新禧-碧琪; 78180 恭贺新禧-碧琪（3天）,图标列
spray_181.png,76181 小马宝莉恭祝和气吉祥; 78181 小马宝莉恭祝和气吉祥（3天）,图标列
spray_182.png,76182 小马宝莉恭祝步步高升; 78182 小马宝莉恭祝步步高升（3天）,图标列
spray_183.png,76183 小马宝莉恭祝迎春接福; 78183 小马宝莉恭祝迎春接福（3天）,图标列
spray_184.png,76184 小马宝莉恭祝新年快乐; 78184 小马宝莉恭祝新年快乐（3天）,图标列
spray_185.png,76185 我想到办法了; 78185 我想到办法了（3天）,图标列
spray_186.png,76186 为什么受伤的总是我; 78186 为什么受伤的总是我（3天）,图标列
spray_187.png,76187 我一定会回来的; 78187 我一定会回来的（3天）,图标列
spray_188.png,76188 开学; 78188 开学（3天）,图标列
spray_189.png,76189 8周年; 78189 8周年（3天）,图标列
spray_190.png,76190 上福利; 78190 上福利（3天）,图标列
spray_191.png,76191 爱了爱了; 78191 爱了爱了（3天）,图标列
spray_192.png,76192 到此一游; 78192 到此一游（3天）,图标列
spray_193.png,76193 快乐开启; 78193 快乐开启（3天）,图标列
spray_194.png,76194 我是小丑; 78194 我是小丑（3天）,图标列
spray_195.png,76195 花开富贵; 78195 花开富贵（3天）,图标列
spray_196.png,76196 撒花~~; 78196 撒花~~（3天）,图标列
spray_197.png,76197 集合集合; 78197 集合集合（3天）,图标列
spray_198.png,76198 你礼貌吗？; 78198 你礼貌吗？（3天）,图标列
spray_199.png,76199 在下告辞; 78199 在下告辞（3天）,图标列
spray_200.png,76200 躺平的快乐我知道; 78200 躺平的快乐我知道（3天）,图标列
spray_201.png,76201 龙神驾到; 78201 龙神驾到（3天）,图标列
spray_202.png,76202 快来上分啦; 78202 快来上分啦（3天）,图标列
spray_203.png,76203 耶; 78203 耶（3天）,图标列
spray_204.png,76204 有本事别跑; 78204 有本事别跑（3天）,图标列
spray_205.png,76205 游戏于山水之间; 78205 游戏于山水之间（3天）,图标列
spray_206.png,76206 放“粽”一下！; 78206 放“粽”一下！（3天）,图标列
spray_207.png,76207 “粽”望所归; 78207 “粽”望所归（3天）,图标列
spray_208.png,76208 挠头; 78208 挠头（3天）,图标列
spray_209.png,76209 我来了; 78209 我来了（3天）,图标列
spray_210.png,76210 偷袭; 78210 偷袭（3天）,图标列
spray_211.png,76211 姐就是女王; 78211 姐就是女王（3天）,图标列
spray_212.png,76212 人山人海; 78212 人山人海（3天）,图标列
spray_213.png,76213 世界那么大; 78213 世界那么大（3天）,图标列
spray_214.png,76214 说走就走的旅行; 78214 说走就走的旅行（3天）,图标列
spray_215.png,76215 准备好就出发; 78215 准备好就出发（3天）,图标列
spray_216.png,76216 注意病毒; 78216 注意病毒（3天）,图标列
spray_217.png,76217 世界末日; 78217 世界末日（3天）,图标列
spray_218.png,76218 糖果病毒; 78218 糖果病毒（3天）,图标列
spray_219.png,76219 搞事情; 78219 搞事情（3天）,图标列
spray_220.png,76220 弱肉强食; 78220 弱肉强食（3天）,图标列
spray_221.png,76221 在家睡觉也没劲; 78221 在家睡觉也没劲（3天）,图标列
spray_222.png,76222 欢迎来到小镇; 78222 欢迎来到小镇（3天）,图标列
spray_223.png,76223 决战; 78223 决战（3天）,图标列
spray_224.png,76224 僵尸出没; 78224 僵尸出没（3天）,图标列
spray_225.png,76225 最强精灵; 78225 最强精灵（3天）,图标列
spray_226.png,76226 魔法秘术; 78226 魔法秘术（3天）,图标列
spray_227.png,76227 新学期魔法启动; 78227 新学期魔法启动（3天）,图标列
spray_228.png,76228 中秋快乐; 78228 中秋快乐（3天）,图标列
spray_229.png,76229 闺蜜，我们一起去露营; 78229 闺蜜，我们一起去露营（3天）,图标列
spray_230.png,76230 铁子，陪我露个营; 78230 铁子，陪我露个营（3天）,图标列
spray_231.png,76231 迷斯拉营地; 78231 迷斯拉营地（3天）,图标列
spray_232.png,76232 小心熊出没; 78232 小心熊出没（3天）,图标列
spray_233.png,76233 玩耍时间; 78233 玩耍时间（3天）,图标列
spray_234.png,76234 野外探险; 78234 野外探险（3天）,图标列
spray_235.png,76235 路标指示; 78235 路标指示（3天）,图标列
spray_236.png,76236 去撒野; 78236 去撒野（3天）,图标列
spray_237.png,76237 咸鱼人生; 78237 咸鱼人生（3天）,图标列
spray_238.png,76238 魔法派对; 78238 魔法派对（3天）,图标列
spray_239.png,76239 miniworld; 78239 miniworld（3天）,图标列
spray_240.png,76240 好样的; 78240 好样的（3天）,图标列
spray_241.png,76241 恐龙来袭; 78241 恐龙来袭（3天）,图标列
spray_242.png,76242 好朋友; 78242 好朋友（3天）,图标列
spray_243.png,76243 MINI圣诞; 78243 MINI圣诞（3天）,图标列
spray_244.png,76244 2025; 78244 2025（3天）,图标列
spray_245.png,76245 2025红包; 78245 2025红包（3天）,图标列
spray_246.png,76246 蛇年好运; 78246 蛇年好运（3天）,图标列
spray_247.png,76247 爱你哟; 78247 爱你哟（3天）,图标列
spray_248.png,76248 自愿开学; 78248 自愿开学（3天）,图标列
spray_249.png,76249 九周年庆典; 78249 九周年庆典（3天）,图标列
spray_250.png,76250 深圳野生动物园; 78250 深圳野生动物园（3天）,图标列
spray_251.png,76251 追光赛季; 78251 追光赛季（3天）,图标列
spray_252.png,76252 卷死他们！; 78252 卷死他们！（3天）,图标列
spray_253.png,76253 一起来滑雪吧！; 78253 一起来滑雪吧！（3天）,图标列
spray_254.png,76254 姐就是一个传说; 78254 姐就是一个传说（3天）,图标列
spray_255.png,76255 休得“狐”闹; 78255 休得“狐”闹（3天）,图标列
spray_256.png,76256 你“狐”说！; 78256 你“狐”说！（3天）,图标列
spray_257.png,76257 享受; 78257 享受（3天）,图标列
spray_258.png,76258 像风一样自由; 78258 像风一样自由（3天）,图标列
spray_259.png,76259 2026马上脱单; 78259 2026马上脱单（3天）,图标列
spray_260.png,76260 2026马上有钱; 78260 2026马上有钱（3天）,图标列
spray_261.png,76261 2026马上暴富; 78261 2026马上暴富（3天）,图标列
spray_262.png,76262 2026马上转运; 78262 2026马上转运（3天）,图标列
spray_263.png,76263 2026马上发财; 78263 2026马上发财（3天）,图标列
spray_264.png,76264 2026马上幸福; 78264 2026马上幸福（3天）,图标列
spray_265.png,76265 是心动吖！; 78265 是心动吖！（3天）,图标列
spray_266.png,76266 给你小心心; 78266 给你小心心（3天）,图标列
spray_267.png,76267 前方高能; 78267 前方高能（3天）,图标列
spray_268.png,76268 让我康康; 78268 让我康康（3天）,图标列
spray_269.png,76269 天呐，翻身机会来了; 78269 天呐，翻身机会来了（3天）,图标列
spray_270.png,76270 我不是 我没有 别瞎说; 78270 我不是 我没有 别瞎说（3天）,图标列
spray_271.png,76271 十周年快乐; 78271 十周年快乐（3天）,图标列
spray_272.png,76272 happy birthday!; 78272 happy birthday!（3天）,图标列
spray_273.png,76273 小嘴巴闭起来; 78273 小嘴巴闭起来（3天）,图标列
spray_274.png,76274 抹眼泪 呜呜; 78274 抹眼泪 呜呜（3天）,图标列
spray_275.png,76275 宝见，受你一辈子; 78275 宝见，受你一辈子（3天）,图标列
spray_276.png,76276 O而K之; 78276 O而K之（3天）,图标列
spray_277.png,76277 把我晒得雀黑; 78277 把我晒得雀黑（3天）,图标列
spray_278.png,76278 尊嘟假嘟？; 78278 尊嘟假嘟？（3天）,图标列
spray_279.png,76279 蒜鸟蒜鸟; 78279 蒜鸟蒜鸟（3天）,图标列
spray_280.png,76280 苹什么; 78280 苹什么（3天）,图标列
spray_281.png,76281 666; 78281 666（3天）,图标列
spray_282.png,76282 我要验牌; 78282 我要验牌（3天）,图标列
spray_283.png,76283 我真得好好调教你了; 78283 我真得好好调教你了（3天）,图标列
spray_284.png,76284 变猪 变猪 变猪！; 78284 变猪 变猪 变猪！（3天）,图标列
spray_285.png,76285 爱的魔力转圈圈; 78285 爱的魔力转圈圈（3天）,图标列
spray_286.png,76286 魔法攻击！; 78286 魔法攻击！（3天）,图标列
starblock_1.png,997 闪星方块,图标列
starhandbook1.png,,
starhandbook2.png,,
starhandbook3.png,,
starhandbook4.png,,
starhandbook5.png,,
unknown.png,470 问号方块; 471 问号方块; 472 问号方块; 473 问号方块; 474 问号方块; 475 问号方块; 829 魔药台; 10050 以上为付费道具预留; 11008 游戏版本过低; 11009 游戏版本过低; 11010 游戏版本过低; 11019 游戏版本过低; 11020 游戏版本过低; 11026 游戏版本过低; 11027 游戏版本过低; 11028 游戏版本过低; 11029 游戏版本过低; 11030 游戏版本过低; 11036 游戏版本过低; 11037 游戏版本过低; 11038 游戏版本过低; 11039 游戏版本过低; 11040 游戏版本过低; 11046 游戏版本过低; 11047 游戏版本过低; 11057 拴绳; 11308 游戏版本过低; 11328 游戏版本过低; 11336 游戏版本过低; 11337 游戏版本过低; 11418 游戏版本过低; 11523 游戏版本过低; 11524 游戏版本过低; 11525 游戏版本过低; 11526 游戏版本过低; 11527 游戏版本过低; 11528 游戏版本过低; 11660 大椰子（掉落中）; 11661 异化大椰子（掉落中）; 11662 海马水泡; 11811 Bgm1; 11812 Bgm2; 11813 Bgm3; 11814 Bgm4; 11815 Bgm5; 11816 Bgm6; 11817 Bgm7; 11818 Bgm8; 11819 Bgm9; 11820 Bgm10; 11821 Bgm11; 11822 Bgm12; 12220 游戏版本过低; 12236 游戏版本过低; 12237 游戏版本过低; 12238 游戏版本过低; 12713 游戏版本过低; 12714 游戏版本过低; 12731 藏狐奖励; 12748 游戏版本过低; 12749 游戏版本过低; 12757 游戏版本过低; 12763 游戏版本过低; 12773 游戏版本过低; 12774 游戏版本过低; 12775 游戏版本过低; 12776 游戏版本过低; 12777 游戏版本过低; 12778 游戏版本过低; 12779 游戏版本过低; 12780 游戏版本过低; 12782 游戏版本过低; 12783 游戏版本过低; 12784 游戏版本过低; 12785 游戏版本过低; 12786 游戏版本过低; 12787 游戏版本过低; 12788 游戏版本过低; 12789 游戏版本过低; 12790 游戏版本过低; 12791 游戏版本过低; 12792 游戏版本过低; 12793 游戏版本过低; 12794 游戏版本过低; 12795 游戏版本过低; 12796 游戏版本过低; 12797 游戏版本过低; 12798 游戏版本过低; 12799 游戏版本过低; 12809 游戏版本过低; 12810 游戏版本过低; 12811 游戏版本过低; 12812 游戏版本过低; 12813 游戏版本过低; 12814 游戏版本过低; 12815 游戏版本过低; 12816 游戏版本过低; 12817 游戏版本过低; 12818 游戏版本过低; 12819 游戏版本过低; 13020 游戏版本过低; 13104 神秘星球人; 13106 游戏版本过低; 13119 游戏版本过低; 13124 游戏版本过低; 13125 游戏版本过低; 13126 游戏版本过低; 13127 游戏版本过低; 13128 游戏版本过低; 13129 游戏版本过低; 13133 游戏版本过低; 13134 游戏版本过低; 13136 游戏版本过低; 13137 游戏版本过低; 13138 游戏版本过低; 13139 游戏版本过低; 13140 游戏版本过低; 13141 游戏版本过低; 13142 游戏版本过低; 13143 游戏版本过低; 13144 游戏版本过低; 13145 游戏版本过低; 13146 游戏版本过低; 13147 游戏版本过低; 13148 游戏版本过低; 13149 游戏版本过低; 13150 游戏版本过低; 13151 游戏版本过低; 13152 游戏版本过低; 13153 游戏版本过低; 13154 游戏版本过低; 13155 游戏版本过低; 13156 游戏版本过低; 13157 游戏版本过低; 13158 游戏版本过低; 13159 游戏版本过低; 13410 游戏版本过低; 13519 游戏版本过低; 13520 游戏版本过低; 13601 游戏版本过低; 13603 游戏版本过低; 13804 炸药车; 13815 游戏版本过低; 13816 游戏版本过低; 13879 游戏版本过低; 13880 游戏版本过低; 14002 游戏版本过低; 14003 游戏版本过低; 14004 游戏版本过低; 14005 游戏版本过低; 14006 游戏版本过低; 14007 游戏版本过低; 14008 游戏版本过低; 14009 游戏版本过低; 14010 游戏版本过低; 14108 游戏版本过低; 14109 游戏版本过低; 14110 游戏版本过低; 14111 游戏版本过低; 14112 游戏版本过低; 20299 游戏版本过低; 20300 游戏版本过低; 20393 游戏版本过低; 20394 游戏版本过低; 20395 游戏版本过低; 20396 游戏版本过低; 20397 游戏版本过低; 20398 游戏版本过低; 20399 游戏版本过低; 20400 游戏版本过低; 20457 游戏版本过低; 20500 游戏版本过低; 20554 游戏版本过低; 21559 游戏版本过低; 21560 游戏版本过低; 21561 游戏版本过低; 21562 游戏版本过低; 21563 游戏版本过低; 21564 游戏版本过低; 21565 游戏版本过低; 21566 游戏版本过低; 21567 游戏版本过低; 21568 游戏版本过低; 21569 游戏版本过低; 21570 游戏版本过低; 21571 游戏版本过低; 21572 游戏版本过低; 21573 游戏版本过低; 21574 游戏版本过低; 22560 游戏版本过低; 22561 游戏版本过低; 22562 游戏版本过低; 22563 游戏版本过低; 22564 游戏版本过低; 22565 游戏版本过低; 22566 游戏版本过低; 22567 游戏版本过低; 22568 游戏版本过低; 22569 游戏版本过低; 22570 游戏版本过低; 22571 游戏版本过低; 22572 游戏版本过低; 22573 游戏版本过低; 22574 游戏版本过低; 22575 游戏版本过低; 22576 游戏版本过低; 22603 游戏版本过低; 22604 游戏版本过低; 22605 游戏版本过低; 23599 游戏版本过低; 24699 30天装扮道具预留; 24700 头饰-美术测试; 24701 表情-美术测试; 24702 面饰-美术测试; 24703 上衣-美术测试; 24704 手饰-美术测试; 24705 裤子-美术测试; 24706 鞋子-美术测试; 24707 背饰-美术测试; 24708 脚印-美术测试; 25000 以上为装扮碎片预留; 25500 以上为坐骑碎片预留; 26000 以上为坐骑道具预留; 27000 以上为装扮1天道具预留; 28000 以上为永久装扮道具预留; 30000 以上为0预留; 32000 以上为0预留; 33000 以上为头像框30天道具预留; 34000 以上为头像框永久道具预留; 34035 游戏版本过低; 34036 游戏版本过低; 34037 游戏版本过低; 34038 游戏版本过低; 34039 游戏版本过低; 34040 游戏版本过低; 34041 游戏版本过低; 34042 游戏版本过低; 34043 游戏版本过低; 34044 游戏版本过低; 34045 游戏版本过低; 34046 游戏版本过低; 37000 以上为AVT7天道具预留; 37035 游戏版本过低; 37036 游戏版本过低; 37037 游戏版本过低; 37038 游戏版本过低; 37039 游戏版本过低; 37040 游戏版本过低; 37041 游戏版本过低; 37042 游戏版本过低; 37043 游戏版本过低; 37044 游戏版本过低; 37045 游戏版本过低; 37046 游戏版本过低; 40000 以上为AVT永久道具预留; 62911 游戏版本过低; 62912 游戏版本过低; 62913 游戏版本过低; 62914 游戏版本过低; 62915 游戏版本过低; 62916 游戏版本过低; 62917 游戏版本过低; 62918 游戏版本过低; 62919 游戏版本过低; 62920 游戏版本过低; 63006 游戏版本过低; 63007 游戏版本过低; 64053 游戏版本过低; 65000 临时菜品1; 65001 临时菜品2; 65002 临时菜品3; 65003 临时菜品4; 68313 游戏版本过低; 68314 游戏版本过低; 68315 游戏版本过低; 68316 游戏版本过低; 68317 游戏版本过低; 68318 游戏版本过低; 68319 游戏版本过低; 68320 游戏版本过低; 68321 游戏版本过低; 68322 游戏版本过低; 68323 游戏版本过低; 68324 游戏版本过低; 70001 临时菜谱1; 70002 临时菜谱2; 70003 临时菜谱3; 70004 临时菜谱4; 525001 525001~530000为海外道具预留; 530000 525001~530000为海外道具预留,图标列
